id,iso,adm1,adm2
13453,DZA,DZA.5_1,DZA.5.12_1
13454,DZA,DZA.5_1,DZA.5.2_1
13455,DZA,DZA.5_1,DZA.5.3_1
13456,DZA,DZA.5_1,DZA.5.4_1
13457,DZA,DZA.5_1,DZA.5.5_1
13458,DZA,DZA.5_1,DZA.5.6_1
13459,DZA,DZA.5_1,DZA.5.7_1
13460,DZA,DZA.5_1,DZA.5.8_1
13461,DZA,DZA.5_1,DZA.5.9_1
13462,DZA,DZA.6_1,DZA.6.1_1
13463,DZA,DZA.6_1,DZA.6.10_1
13464,DZA,DZA.6_1,DZA.6.11_1
13465,DZA,DZA.6_1,DZA.6.12_1
13466,DZA,DZA.6_1,DZA.6.13_1
13467,DZA,DZA.6_1,DZA.6.14_1
13468,DZA,DZA.6_1,DZA.6.15_1
13469,DZA,DZA.6_1,DZA.6.16_1
13470,DZA,DZA.6_1,DZA.6.17_1
13471,DZA,DZA.6_1,DZA.6.18_1
13472,DZA,DZA.6_1,DZA.6.19_1
13473,DZA,DZA.6_1,DZA.6.2_1
13474,DZA,DZA.6_1,DZA.6.20_1
13475,DZA,DZA.6_1,DZA.6.21_1
13476,DZA,DZA.6_1,DZA.6.22_1
13477,DZA,DZA.6_1,DZA.6.23_1
13478,DZA,DZA.6_1,DZA.6.24_1
13479,DZA,DZA.6_1,DZA.6.25_1
13480,DZA,DZA.6_1,DZA.6.26_1
13481,DZA,DZA.6_1,DZA.6.27_1
13482,DZA,DZA.6_1,DZA.6.28_1
13483,DZA,DZA.6_1,DZA.6.29_1
13484,DZA,DZA.6_1,DZA.6.3_1
13485,DZA,DZA.6_1,DZA.6.30_1
13486,DZA,DZA.6_1,DZA.6.31_1
13487,DZA,DZA.6_1,DZA.6.32_1
13488,DZA,DZA.6_1,DZA.6.33_1
13489,DZA,DZA.6_1,DZA.6.34_1
13490,DZA,DZA.6_1,DZA.6.35_1
13491,DZA,DZA.6_1,DZA.6.36_1
13492,DZA,DZA.6_1,DZA.6.37_1
13493,DZA,DZA.6_1,DZA.6.38_1
13494,DZA,DZA.6_1,DZA.6.39_1
13495,DZA,DZA.6_1,DZA.6.4_1
13496,DZA,DZA.6_1,DZA.6.40_1
13497,DZA,DZA.6_1,DZA.6.41_1
13498,DZA,DZA.6_1,DZA.6.42_1
13499,DZA,DZA.6_1,DZA.6.43_1
13500,DZA,DZA.6_1,DZA.6.44_1
13501,DZA,DZA.6_1,DZA.6.45_1
13502,DZA,DZA.6_1,DZA.6.46_1
13503,DZA,DZA.6_1,DZA.6.47_1
13504,DZA,DZA.6_1,DZA.6.48_1
13505,DZA,DZA.6_1,DZA.6.49_1
13506,DZA,DZA.6_1,DZA.6.5_1
13507,DZA,DZA.6_1,DZA.6.50_1
13508,DZA,DZA.6_1,DZA.6.51_1
13509,DZA,DZA.6_1,DZA.6.52_1
13510,DZA,DZA.6_1,DZA.6.53_1
13511,DZA,DZA.6_1,DZA.6.54_1
13512,DZA,DZA.6_1,DZA.6.55_1
13513,DZA,DZA.6_1,DZA.6.56_1
13514,DZA,DZA.6_1,DZA.6.57_1
13515,DZA,DZA.6_1,DZA.6.58_1
13516,DZA,DZA.6_1,DZA.6.59_1
13517,DZA,DZA.6_1,DZA.6.6_1
13518,DZA,DZA.6_1,DZA.6.60_1
13519,DZA,DZA.6_1,DZA.6.61_1
13520,DZA,DZA.6_1,DZA.6.7_1
13521,DZA,DZA.6_1,DZA.6.8_1
13522,DZA,DZA.6_1,DZA.6.9_1
13523,DZA,DZA.7_1,DZA.7.1_1
13524,DZA,DZA.7_1,DZA.7.10_1
13525,DZA,DZA.7_1,DZA.7.11_1
13526,DZA,DZA.7_1,DZA.7.12_1
13527,DZA,DZA.7_1,DZA.7.13_1
13528,DZA,DZA.7_1,DZA.7.14_1
13529,DZA,DZA.7_1,DZA.7.15_1
13530,DZA,DZA.7_1,DZA.7.16_1
13531,DZA,DZA.7_1,DZA.7.17_1
13532,DZA,DZA.7_1,DZA.7.18_1
13533,DZA,DZA.7_1,DZA.7.19_1
13534,DZA,DZA.7_1,DZA.7.2_1
13535,DZA,DZA.7_1,DZA.7.20_1
13536,DZA,DZA.7_1,DZA.7.21_1
13537,DZA,DZA.7_1,DZA.7.3_1
13538,DZA,DZA.7_1,DZA.7.4_1
13539,DZA,DZA.7_1,DZA.7.5_1
13540,DZA,DZA.7_1,DZA.7.6_1
13541,DZA,DZA.7_1,DZA.7.7_1
13542,DZA,DZA.7_1,DZA.7.8_1
13543,DZA,DZA.7_1,DZA.7.9_1
13544,DZA,DZA.8_1,DZA.8.1_1
13545,DZA,DZA.8_1,DZA.8.10_1
13546,DZA,DZA.8_1,DZA.8.11_1
13547,DZA,DZA.8_1,DZA.8.12_1
13548,DZA,DZA.8_1,DZA.8.13_1
13549,DZA,DZA.8_1,DZA.8.14_1
13550,DZA,DZA.8_1,DZA.8.15_1
13551,DZA,DZA.8_1,DZA.8.16_1
13552,DZA,DZA.8_1,DZA.8.17_1
13553,DZA,DZA.8_1,DZA.8.18_1
13554,DZA,DZA.8_1,DZA.8.19_1
13555,DZA,DZA.8_1,DZA.8.2_1
13556,DZA,DZA.8_1,DZA.8.20_1
13557,DZA,DZA.8_1,DZA.8.21_1
13558,DZA,DZA.8_1,DZA.8.22_1
13559,DZA,DZA.8_1,DZA.8.23_1
13560,DZA,DZA.8_1,DZA.8.24_1
13561,DZA,DZA.8_1,DZA.8.25_1
13562,DZA,DZA.8_1,DZA.8.26_1
13563,DZA,DZA.8_1,DZA.8.27_1
13564,DZA,DZA.8_1,DZA.8.28_1
13565,DZA,DZA.8_1,DZA.8.29_1
13566,DZA,DZA.8_1,DZA.8.3_1
13567,DZA,DZA.8_1,DZA.8.30_1
13568,DZA,DZA.8_1,DZA.8.31_1
13569,DZA,DZA.8_1,DZA.8.32_1
13570,DZA,DZA.8_1,DZA.8.33_1
13571,DZA,DZA.8_1,DZA.8.34_1
13572,DZA,DZA.8_1,DZA.8.35_1
13573,DZA,DZA.8_1,DZA.8.36_1
13574,DZA,DZA.8_1,DZA.8.37_1
13575,DZA,DZA.8_1,DZA.8.38_1
13576,DZA,DZA.8_1,DZA.8.39_1
13577,DZA,DZA.8_1,DZA.8.4_1
13578,DZA,DZA.8_1,DZA.8.40_1
13579,DZA,DZA.8_1,DZA.8.41_1
13580,DZA,DZA.8_1,DZA.8.42_1
13581,DZA,DZA.8_1,DZA.8.43_1
13582,DZA,DZA.8_1,DZA.8.44_1
13583,DZA,DZA.8_1,DZA.8.45_1
13584,DZA,DZA.8_1,DZA.8.46_1
13585,DZA,DZA.8_1,DZA.8.47_1
13586,DZA,DZA.8_1,DZA.8.48_1
13587,DZA,DZA.8_1,DZA.8.5_1
13588,DZA,DZA.8_1,DZA.8.6_1
13589,DZA,DZA.8_1,DZA.8.7_1
13590,DZA,DZA.8_1,DZA.8.8_1
13591,DZA,DZA.8_1,DZA.8.9_1
13592,DZA,DZA.9_1,DZA.9.1_1
13593,DZA,DZA.9_1,DZA.9.10_1
13594,DZA,DZA.9_1,DZA.9.11_1
13595,DZA,DZA.9_1,DZA.9.12_1
13596,DZA,DZA.9_1,DZA.9.13_1
13597,DZA,DZA.9_1,DZA.9.14_1
13598,DZA,DZA.9_1,DZA.9.15_1
13599,DZA,DZA.9_1,DZA.9.16_1
13600,DZA,DZA.9_1,DZA.9.17_1
13601,DZA,DZA.9_1,DZA.9.18_1
13602,DZA,DZA.9_1,DZA.9.19_1
13603,DZA,DZA.9_1,DZA.9.2_1
13604,DZA,DZA.9_1,DZA.9.20_1
13605,DZA,DZA.9_1,DZA.9.21_1
13606,DZA,DZA.9_1,DZA.9.22_1
13607,DZA,DZA.9_1,DZA.9.23_1
13608,DZA,DZA.9_1,DZA.9.24_1
13609,DZA,DZA.9_1,DZA.9.25_1
13610,DZA,DZA.9_1,DZA.9.26_1
13611,DZA,DZA.9_1,DZA.9.27_1
13612,DZA,DZA.9_1,DZA.9.28_1
13613,DZA,DZA.9_1,DZA.9.29_1
13614,DZA,DZA.9_1,DZA.9.3_1
13615,DZA,DZA.9_1,DZA.9.30_1
13616,DZA,DZA.9_1,DZA.9.31_1
13617,DZA,DZA.9_1,DZA.9.32_1
13618,DZA,DZA.9_1,DZA.9.33_1
13619,DZA,DZA.9_1,DZA.9.4_1
13620,DZA,DZA.9_1,DZA.9.5_1
13621,DZA,DZA.9_1,DZA.9.6_1
13622,DZA,DZA.9_1,DZA.9.7_1
13623,DZA,DZA.9_1,DZA.9.8_1
13624,DZA,DZA.9_1,DZA.9.9_1
13625,ECU,ECU.1_1,ECU.1.1_1
13626,ECU,ECU.1_1,ECU.1.10_1
13627,ECU,ECU.1_1,ECU.1.11_1
13628,ECU,ECU.1_1,ECU.1.12_1
13629,ECU,ECU.1_1,ECU.1.13_1
13630,ECU,ECU.1_1,ECU.1.14_1
13631,ECU,ECU.1_1,ECU.1.15_1
13632,ECU,ECU.1_1,ECU.1.2_1
13633,ECU,ECU.1_1,ECU.1.3_1
13634,ECU,ECU.1_1,ECU.1.4_1
13635,ECU,ECU.1_1,ECU.1.5_1
13636,ECU,ECU.1_1,ECU.1.6_1
13637,ECU,ECU.1_1,ECU.1.7_1
13638,ECU,ECU.1_1,ECU.1.8_1
13639,ECU,ECU.1_1,ECU.1.9_1
13640,ECU,ECU.10_1,ECU.10.1_1
13641,ECU,ECU.10_1,ECU.10.10_1
13642,ECU,ECU.10_1,ECU.10.11_1
13643,ECU,ECU.10_1,ECU.10.12_1
13644,ECU,ECU.10_1,ECU.10.13_1
13645,ECU,ECU.10_1,ECU.10.14_1
13646,ECU,ECU.10_1,ECU.10.15_1
13647,ECU,ECU.10_1,ECU.10.16_1
13648,ECU,ECU.10_1,ECU.10.17_1
13649,ECU,ECU.10_1,ECU.10.18_1
13650,ECU,ECU.10_1,ECU.10.19_1
13651,ECU,ECU.10_1,ECU.10.2_1
13652,ECU,ECU.10_1,ECU.10.20_1
13653,ECU,ECU.10_1,ECU.10.21_1
13654,ECU,ECU.10_1,ECU.10.22_1
13655,ECU,ECU.10_1,ECU.10.23_1
13656,ECU,ECU.10_1,ECU.10.24_1
13657,ECU,ECU.10_1,ECU.10.25_1
13658,ECU,ECU.10_1,ECU.10.3_1
13659,ECU,ECU.10_1,ECU.10.4_1
13660,ECU,ECU.10_1,ECU.10.5_1
13661,ECU,ECU.10_1,ECU.10.6_1
13662,ECU,ECU.10_1,ECU.10.7_1
13663,ECU,ECU.10_1,ECU.10.8_1
13664,ECU,ECU.10_1,ECU.10.9_1
13665,ECU,ECU.11_1,ECU.11.1_1
13666,ECU,ECU.11_1,ECU.11.2_1
13667,ECU,ECU.11_1,ECU.11.3_1
13668,ECU,ECU.11_1,ECU.11.4_1
13669,ECU,ECU.11_1,ECU.11.5_1
13670,ECU,ECU.11_1,ECU.11.6_1
13671,ECU,ECU.12_1,ECU.12.1_1
13672,ECU,ECU.12_1,ECU.12.10_1
13673,ECU,ECU.12_1,ECU.12.11_1
13674,ECU,ECU.12_1,ECU.12.12_1
13675,ECU,ECU.12_1,ECU.12.13_1
13676,ECU,ECU.12_1,ECU.12.14_1
13677,ECU,ECU.12_1,ECU.12.15_1
13678,ECU,ECU.12_1,ECU.12.16_1
13679,ECU,ECU.12_1,ECU.12.2_1
13680,ECU,ECU.12_1,ECU.12.3_1
13681,ECU,ECU.12_1,ECU.12.4_1
13682,ECU,ECU.12_1,ECU.12.5_1
13683,ECU,ECU.12_1,ECU.12.6_1
13684,ECU,ECU.12_1,ECU.12.7_1
13685,ECU,ECU.12_1,ECU.12.8_1
13686,ECU,ECU.12_1,ECU.12.9_1
13687,ECU,ECU.13_1,ECU.13.1_1
13688,ECU,ECU.13_1,ECU.13.10_1
13689,ECU,ECU.13_1,ECU.13.11_1
13690,ECU,ECU.13_1,ECU.13.12_1
13691,ECU,ECU.13_1,ECU.13.13_1
13692,ECU,ECU.13_1,ECU.13.2_1
13693,ECU,ECU.13_1,ECU.13.3_1
13694,ECU,ECU.13_1,ECU.13.4_1
13695,ECU,ECU.13_1,ECU.13.5_1
13696,ECU,ECU.13_1,ECU.13.6_1
13697,ECU,ECU.13_1,ECU.13.7_1
13698,ECU,ECU.13_1,ECU.13.8_1
13699,ECU,ECU.13_1,ECU.13.9_1
13700,ECU,ECU.14_1,ECU.14.1_1
13701,ECU,ECU.14_1,ECU.14.10_1
13702,ECU,ECU.14_1,ECU.14.11_1
13703,ECU,ECU.14_1,ECU.14.12_1
13704,ECU,ECU.14_1,ECU.14.13_1
13705,ECU,ECU.14_1,ECU.14.14_1
13706,ECU,ECU.14_1,ECU.14.15_1
13707,ECU,ECU.14_1,ECU.14.16_1
13708,ECU,ECU.14_1,ECU.14.17_1
13709,ECU,ECU.14_1,ECU.14.18_1
13710,ECU,ECU.14_1,ECU.14.19_1
13711,ECU,ECU.14_1,ECU.14.2_1
13712,ECU,ECU.14_1,ECU.14.20_1
13713,ECU,ECU.14_1,ECU.14.21_1
13714,ECU,ECU.14_1,ECU.14.22_1
13715,ECU,ECU.14_1,ECU.14.3_1
13716,ECU,ECU.14_1,ECU.14.4_1
13717,ECU,ECU.14_1,ECU.14.5_1
13718,ECU,ECU.14_1,ECU.14.6_1
13719,ECU,ECU.14_1,ECU.14.7_1
13720,ECU,ECU.14_1,ECU.14.8_1
13721,ECU,ECU.14_1,ECU.14.9_1
13722,ECU,ECU.15_1,ECU.15.1_1
13723,ECU,ECU.15_1,ECU.15.10_1
13724,ECU,ECU.15_1,ECU.15.11_1
13725,ECU,ECU.15_1,ECU.15.12_1
13726,ECU,ECU.15_1,ECU.15.2_1
13727,ECU,ECU.15_1,ECU.15.3_1
13728,ECU,ECU.15_1,ECU.15.4_1
13729,ECU,ECU.15_1,ECU.15.5_1
13730,ECU,ECU.15_1,ECU.15.6_1
13731,ECU,ECU.15_1,ECU.15.7_1
13732,ECU,ECU.15_1,ECU.15.8_1
13733,ECU,ECU.15_1,ECU.15.9_1
13734,ECU,ECU.16_1,ECU.16.1_1
13735,ECU,ECU.16_1,ECU.16.2_1
13736,ECU,ECU.16_1,ECU.16.3_1
13737,ECU,ECU.16_1,ECU.16.4_1
13738,ECU,ECU.16_1,ECU.16.5_1
13739,ECU,ECU.17_1,ECU.17.1_1
13740,ECU,ECU.17_1,ECU.17.2_1
13741,ECU,ECU.17_1,ECU.17.3_1
13742,ECU,ECU.17_1,ECU.17.4_1
13743,ECU,ECU.18_1,ECU.18.1_1
13744,ECU,ECU.18_1,ECU.18.2_1
13745,ECU,ECU.18_1,ECU.18.3_1
13746,ECU,ECU.18_1,ECU.18.4_1
13747,ECU,ECU.18_1,ECU.18.5_1
13748,ECU,ECU.19_1,ECU.19.1_1
13749,ECU,ECU.19_1,ECU.19.2_1
13750,ECU,ECU.19_1,ECU.19.3_1
13751,ECU,ECU.19_1,ECU.19.4_1
13752,ECU,ECU.19_1,ECU.19.5_1
13753,ECU,ECU.19_1,ECU.19.6_1
13754,ECU,ECU.19_1,ECU.19.7_1
13755,ECU,ECU.19_1,ECU.19.8_1
13756,ECU,ECU.2_1,ECU.2.1_1
13757,ECU,ECU.2_1,ECU.2.2_1
13758,ECU,ECU.2_1,ECU.2.3_1
13759,ECU,ECU.2_1,ECU.2.4_1
13760,ECU,ECU.2_1,ECU.2.5_1
13761,ECU,ECU.2_1,ECU.2.6_1
13762,ECU,ECU.2_1,ECU.2.7_1
13763,ECU,ECU.20_1,ECU.20.1_1
13764,ECU,ECU.20_1,ECU.20.2_1
13765,ECU,ECU.20_1,ECU.20.3_1
13766,ECU,ECU.21_1,ECU.21.1_1
13767,ECU,ECU.21_1,ECU.21.2_1
13768,ECU,ECU.22_1,ECU.22.1_1
13769,ECU,ECU.22_1,ECU.22.2_1
13770,ECU,ECU.22_1,ECU.22.3_1
13771,ECU,ECU.22_1,ECU.22.4_1
13772,ECU,ECU.22_1,ECU.22.5_1
13773,ECU,ECU.22_1,ECU.22.6_1
13774,ECU,ECU.22_1,ECU.22.7_1
13775,ECU,ECU.23_1,ECU.23.1_1
13776,ECU,ECU.23_1,ECU.23.2_1
13777,ECU,ECU.23_1,ECU.23.3_1
13778,ECU,ECU.23_1,ECU.23.4_1
13779,ECU,ECU.23_1,ECU.23.5_1
13780,ECU,ECU.23_1,ECU.23.6_1
13781,ECU,ECU.23_1,ECU.23.7_1
13782,ECU,ECU.23_1,ECU.23.8_1
13783,ECU,ECU.23_1,ECU.23.9_1
13784,ECU,ECU.24_1,ECU.24.1_1
13785,ECU,ECU.24_1,ECU.24.2_1
13786,ECU,ECU.24_1,ECU.24.3_1
13787,ECU,ECU.24_1,ECU.24.4_1
13788,ECU,ECU.24_1,ECU.24.5_1
13789,ECU,ECU.24_1,ECU.24.6_1
13790,ECU,ECU.24_1,ECU.24.7_1
13791,ECU,ECU.24_1,ECU.24.8_1
13792,ECU,ECU.24_1,ECU.24.9_1
13793,ECU,ECU.3_1,ECU.3.1_1
13794,ECU,ECU.3_1,ECU.3.2_1
13795,ECU,ECU.3_1,ECU.3.3_1
13796,ECU,ECU.3_1,ECU.3.4_1
13797,ECU,ECU.3_1,ECU.3.5_1
13798,ECU,ECU.3_1,ECU.3.6_1
13799,ECU,ECU.3_1,ECU.3.7_1
13800,ECU,ECU.4_1,ECU.4.1_1
13801,ECU,ECU.4_1,ECU.4.2_1
13802,ECU,ECU.4_1,ECU.4.3_1
13803,ECU,ECU.4_1,ECU.4.4_1
13804,ECU,ECU.4_1,ECU.4.5_1
13805,ECU,ECU.4_1,ECU.4.6_1
13806,ECU,ECU.5_1,ECU.5.1_1
13807,ECU,ECU.5_1,ECU.5.10_1
13808,ECU,ECU.5_1,ECU.5.2_1
13809,ECU,ECU.5_1,ECU.5.3_1
13810,ECU,ECU.5_1,ECU.5.4_1
13811,ECU,ECU.5_1,ECU.5.5_1
13812,ECU,ECU.5_1,ECU.5.6_1
13813,ECU,ECU.5_1,ECU.5.7_1
13814,ECU,ECU.5_1,ECU.5.8_1
13815,ECU,ECU.5_1,ECU.5.9_1
13816,ECU,ECU.6_1,ECU.6.1_1
13817,ECU,ECU.6_1,ECU.6.2_1
13818,ECU,ECU.6_1,ECU.6.3_1
13819,ECU,ECU.6_1,ECU.6.4_1
13820,ECU,ECU.6_1,ECU.6.5_1
13821,ECU,ECU.6_1,ECU.6.6_1
13822,ECU,ECU.6_1,ECU.6.7_1
13823,ECU,ECU.6_1,ECU.6.8_1
13824,ECU,ECU.7_1,ECU.7.1_1
13825,ECU,ECU.7_1,ECU.7.10_1
13826,ECU,ECU.7_1,ECU.7.11_1
13827,ECU,ECU.7_1,ECU.7.12_1
13828,ECU,ECU.7_1,ECU.7.13_1
13829,ECU,ECU.7_1,ECU.7.14_1
13830,ECU,ECU.7_1,ECU.7.2_1
13831,ECU,ECU.7_1,ECU.7.3_1
13832,ECU,ECU.7_1,ECU.7.4_1
13833,ECU,ECU.7_1,ECU.7.5_1
13834,ECU,ECU.7_1,ECU.7.6_1
13835,ECU,ECU.7_1,ECU.7.7_1
13836,ECU,ECU.7_1,ECU.7.8_1
13837,ECU,ECU.7_1,ECU.7.9_1
13838,ECU,ECU.8_1,ECU.8.1_1
13839,ECU,ECU.8_1,ECU.8.2_1
13840,ECU,ECU.8_1,ECU.8.3_1
13841,ECU,ECU.8_1,ECU.8.4_1
13842,ECU,ECU.8_1,ECU.8.5_1
13843,ECU,ECU.8_1,ECU.8.6_1
13844,ECU,ECU.8_1,ECU.8.7_1
13845,ECU,ECU.9_1,ECU.9.1_1
13846,ECU,ECU.9_1,ECU.9.2_1
13847,ECU,ECU.9_1,ECU.9.3_1
13848,EGY,EGY.1_1,EGY.1.1_1
13849,EGY,EGY.1_1,EGY.1.10_1
13850,EGY,EGY.1_1,EGY.1.11_1
13851,EGY,EGY.1_1,EGY.1.12_1
13852,EGY,EGY.1_1,EGY.1.13_1
13853,EGY,EGY.1_1,EGY.1.14_1
13854,EGY,EGY.1_1,EGY.1.15_1
13855,EGY,EGY.1_1,EGY.1.16_1
13856,EGY,EGY.1_1,EGY.1.17_1
13857,EGY,EGY.1_1,EGY.1.18_1
13858,EGY,EGY.1_1,EGY.1.19_1
13859,EGY,EGY.1_1,EGY.1.2_1
13860,EGY,EGY.1_1,EGY.1.20_1
13861,EGY,EGY.1_1,EGY.1.3_1
13862,EGY,EGY.1_1,EGY.1.4_1
13863,EGY,EGY.1_1,EGY.1.5_1
13864,EGY,EGY.1_1,EGY.1.6_1
13865,EGY,EGY.1_1,EGY.1.7_1
13866,EGY,EGY.1_1,EGY.1.8_1
13867,EGY,EGY.1_1,EGY.1.9_1
13868,EGY,EGY.10_1,EGY.10.1_1
13869,EGY,EGY.10_1,EGY.10.10_1
13870,EGY,EGY.10_1,EGY.10.11_1
13871,EGY,EGY.10_1,EGY.10.12_1
13872,EGY,EGY.10_1,EGY.10.13_1
13873,EGY,EGY.10_1,EGY.10.2_1
13874,EGY,EGY.10_1,EGY.10.3_1
13875,EGY,EGY.10_1,EGY.10.4_1
13876,EGY,EGY.10_1,EGY.10.5_1
13877,EGY,EGY.10_1,EGY.10.6_1
13878,EGY,EGY.10_1,EGY.10.7_1
13879,EGY,EGY.10_1,EGY.10.8_1
13880,EGY,EGY.10_1,EGY.10.9_1
13881,EGY,EGY.11_1,EGY.11.1_1
13882,EGY,EGY.11_1,EGY.11.10_1
13883,EGY,EGY.11_1,EGY.11.11_1
13884,EGY,EGY.11_1,EGY.11.12_1
13885,EGY,EGY.11_1,EGY.11.13_1
13886,EGY,EGY.11_1,EGY.11.14_1
13887,EGY,EGY.11_1,EGY.11.15_1
13888,EGY,EGY.11_1,EGY.11.16_1
13889,EGY,EGY.11_1,EGY.11.17_1
13890,EGY,EGY.11_1,EGY.11.18_1
13891,EGY,EGY.11_1,EGY.11.19_1
13892,EGY,EGY.11_1,EGY.11.2_1
13893,EGY,EGY.11_1,EGY.11.20_1
13894,EGY,EGY.11_1,EGY.11.21_1
13895,EGY,EGY.11_1,EGY.11.22_1
13896,EGY,EGY.11_1,EGY.11.23_1
13897,EGY,EGY.11_1,EGY.11.24_1
13898,EGY,EGY.11_1,EGY.11.25_1
13899,EGY,EGY.11_1,EGY.11.26_1
13900,EGY,EGY.11_1,EGY.11.27_1
13901,EGY,EGY.11_1,EGY.11.28_1
13902,EGY,EGY.11_1,EGY.11.29_1
13903,EGY,EGY.11_1,EGY.11.3_1
13904,EGY,EGY.11_1,EGY.11.30_1
13905,EGY,EGY.11_1,EGY.11.31_1
13906,EGY,EGY.11_1,EGY.11.32_1
13907,EGY,EGY.11_1,EGY.11.33_1
13908,EGY,EGY.11_1,EGY.11.34_1
13909,EGY,EGY.11_1,EGY.11.35_1
13910,EGY,EGY.11_1,EGY.11.36_1
13911,EGY,EGY.11_1,EGY.11.37_1
13912,EGY,EGY.11_1,EGY.11.38_1
13913,EGY,EGY.11_1,EGY.11.39_1
13914,EGY,EGY.11_1,EGY.11.4_1
13915,EGY,EGY.11_1,EGY.11.40_1
13916,EGY,EGY.11_1,EGY.11.41_1
13917,EGY,EGY.11_1,EGY.11.42_1
13918,EGY,EGY.11_1,EGY.11.5_1
13919,EGY,EGY.11_1,EGY.11.6_1
13920,EGY,EGY.11_1,EGY.11.7_1
13921,EGY,EGY.11_1,EGY.11.8_1
13922,EGY,EGY.11_1,EGY.11.9_1
13923,EGY,EGY.12_1,EGY.12.1_1
13924,EGY,EGY.12_1,EGY.12.10_1
13925,EGY,EGY.12_1,EGY.12.11_1
13926,EGY,EGY.12_1,EGY.12.12_1
13927,EGY,EGY.12_1,EGY.12.13_1
13928,EGY,EGY.12_1,EGY.12.2_1
13929,EGY,EGY.12_1,EGY.12.3_1
13930,EGY,EGY.12_1,EGY.12.4_1
13931,EGY,EGY.12_1,EGY.12.5_1
13932,EGY,EGY.12_1,EGY.12.6_1
13933,EGY,EGY.12_1,EGY.12.7_1
13934,EGY,EGY.12_1,EGY.12.8_1
13935,EGY,EGY.12_1,EGY.12.9_1
13936,EGY,EGY.13_1,EGY.13.1_1
13937,EGY,EGY.13_1,EGY.13.2_1
13938,EGY,EGY.13_1,EGY.13.3_1
13939,EGY,EGY.14_1,EGY.14.1_1
13940,EGY,EGY.14_1,EGY.14.2_1
13941,EGY,EGY.14_1,EGY.14.3_1
13942,EGY,EGY.14_1,EGY.14.4_1
13943,EGY,EGY.15_1,EGY.15.1_1
13944,EGY,EGY.15_1,EGY.15.2_1
13945,EGY,EGY.15_1,EGY.15.3_1
13946,EGY,EGY.15_1,EGY.15.4_1
13947,EGY,EGY.15_1,EGY.15.5_1
13948,EGY,EGY.15_1,EGY.15.6_1
13949,EGY,EGY.16_1,EGY.16.1_1
13950,EGY,EGY.16_1,EGY.16.10_1
13951,EGY,EGY.16_1,EGY.16.11_1
13952,EGY,EGY.16_1,EGY.16.12_1
13953,EGY,EGY.16_1,EGY.16.13_1
13954,EGY,EGY.16_1,EGY.16.14_1
13955,EGY,EGY.16_1,EGY.16.15_1
13956,EGY,EGY.16_1,EGY.16.16_1
13957,EGY,EGY.16_1,EGY.16.17_1
13958,EGY,EGY.16_1,EGY.16.18_1
13959,EGY,EGY.16_1,EGY.16.19_1
13960,EGY,EGY.16_1,EGY.16.2_1
13961,EGY,EGY.16_1,EGY.16.20_1
13962,EGY,EGY.16_1,EGY.16.21_1
13963,EGY,EGY.16_1,EGY.16.3_1
13964,EGY,EGY.16_1,EGY.16.4_1
13965,EGY,EGY.16_1,EGY.16.5_1
13966,EGY,EGY.16_1,EGY.16.6_1
13967,EGY,EGY.16_1,EGY.16.7_1
13968,EGY,EGY.16_1,EGY.16.8_1
13969,EGY,EGY.16_1,EGY.16.9_1
13970,EGY,EGY.17_1,EGY.17.1_1
13971,EGY,EGY.17_1,EGY.17.2_1
13972,EGY,EGY.17_1,EGY.17.3_1
13973,EGY,EGY.17_1,EGY.17.4_1
13974,EGY,EGY.17_1,EGY.17.5_1
13975,EGY,EGY.17_1,EGY.17.6_1
13976,EGY,EGY.17_1,EGY.17.7_1
13977,EGY,EGY.17_1,EGY.17.8_1
13978,EGY,EGY.17_1,EGY.17.9_1
13979,EGY,EGY.18_1,EGY.18.1_1
13980,EGY,EGY.18_1,EGY.18.10_1
13981,EGY,EGY.18_1,EGY.18.11_1
13982,EGY,EGY.18_1,EGY.18.12_1
13983,EGY,EGY.18_1,EGY.18.13_1
13984,EGY,EGY.18_1,EGY.18.14_1
13985,EGY,EGY.18_1,EGY.18.15_1
13986,EGY,EGY.18_1,EGY.18.2_1
13987,EGY,EGY.18_1,EGY.18.3_1
13988,EGY,EGY.18_1,EGY.18.4_1
13989,EGY,EGY.18_1,EGY.18.5_1
13990,EGY,EGY.18_1,EGY.18.6_1
13991,EGY,EGY.18_1,EGY.18.7_1
13992,EGY,EGY.18_1,EGY.18.8_1
13993,EGY,EGY.18_1,EGY.18.9_1
13994,EGY,EGY.19_1,EGY.19.1_1
13995,EGY,EGY.19_1,EGY.19.2_1
13996,EGY,EGY.19_1,EGY.19.3_1
13997,EGY,EGY.19_1,EGY.19.4_1
13998,EGY,EGY.19_1,EGY.19.5_1
13999,EGY,EGY.19_1,EGY.19.6_1
14000,EGY,EGY.19_1,EGY.19.7_1
14001,EGY,EGY.19_1,EGY.19.8_1
14002,EGY,EGY.19_1,EGY.19.9_1
14003,EGY,EGY.2_1,EGY.2.1_1
14004,EGY,EGY.2_1,EGY.2.2_1
14005,EGY,EGY.2_1,EGY.2.3_1
14006,EGY,EGY.2_1,EGY.2.4_1
14007,EGY,EGY.2_1,EGY.2.5_1
14008,EGY,EGY.2_1,EGY.2.6_1
14009,EGY,EGY.2_1,EGY.2.7_1
14010,EGY,EGY.20_1,EGY.20.1_1
14011,EGY,EGY.20_1,EGY.20.10_1
